Name,0.2,0.25,0.3,0.35,0.4,0.45,0.5,MinSolv_1,MinSolv_2,Hbonds,ExpperMGS
Allyl β-D-galactopyranosyl-(1→6)-2-acetamido-2-deoxy-β-D-galactopyranoside,0.007158701,0.019259403,0.080953196,0.130490117,0.171499307,0.207894864,0.249648488,0.013596027,0.199155193,0.032515971,52.6
Allyl β-D-galactopyranosyl-(1→3)-β-D-galactopyranoside,0.008214983,0.018404012,0.069075012,0.112944721,0.149247977,0.184294939,0.218283605,0.013998572,0.175633505,0.030486912,70.3
Allyl-β-D-galactopyranoside,0.008788738,0.02137278,0.081655808,0.141446272,0.19069487,0.237531691,0.283883007,0.015929828,0.227243168,0.031308141,84.7
1-α-Hydroxyl-2-acetamido-2-deoxy-β-D-galactopyranoside,0.010108484,0.025527196,0.086542878,0.142246278,0.194535336,0.243938306,0.296845617,0.018924824,0.221197437,0.041255568,89.3
Allyl 2-acetamido-2-deoxy-β-D-galactopyranoside,0.006180125,0.017997907,0.08572887,0.144407089,0.192388387,0.235230137,0.281164877,0.012486835,0.225666899,0.029479278,83.4
Octyl-β-D-glucopyranoside,0.005614198,0.01581574,0.082445581,0.141020398,0.182683558,0.217857239,0.258348269,0.009853436,0.209281285,0.022152297,84.6
Octyl-β-D-galactopyranoside,0.005440736,0.0153934,0.084309815,0.143787511,0.185768875,0.220725227,0.261333277,0.009571733,0.208253456,0.021663849,20.9
L-Lysine butyl ester dihydrochloride,0.016979277,0.03249654,0.099989171,0.194779233,0.245902746,0.313599332,0.407601961,0.023241885,0.228495268,0.019680269,41.7
L-Lysine hexyl ester dihydrochloride,0.014201361,0.027892919,0.095305682,0.18409149,0.229967499,0.291618667,0.369214271,0.019714602,0.213995963,0.017326341,19.3
L-Lysine octyl ester dihydrochloride,0.012290806,0.02672836,0.095920635,0.182775667,0.231282965,0.291366585,0.366962103,0.01736631,0.214244762,0.014459997,9.9
L-Lysine decyl ester dihydrochloride,0.010930407,0.023900892,0.092146317,0.177022858,0.22374686,0.27959135,0.352515552,0.016154786,0.207848452,0.013703704,5.8
L-Lysine dodecyl ester dihydrochloride,0.010984574,0.023081864,0.092134811,0.174448708,0.219498921,0.270270806,0.339618946,0.015024058,0.208523316,0.01255153,81.2
L-Lysine tetradecyl ester dihydrochloride,0.008870649,0.02109618,0.091154968,0.169375211,0.210287488,0.258647619,0.320541355,0.013290477,0.199489027,0.011559436,72
Nα-ethanoyl-Nε -dodecanoyl-L-lysine,0.001995891,0.010158123,0.085178003,0.147710819,0.188315559,0.222653121,0.262547636,0.004887029,0.207811804,0.015632495,69.6
4-Aminophenyl-β-D-Galactopyranoside,0.008255327,0.022132624,0.075805317,0.13132125,0.180204316,0.226027508,0.270845594,0.016389457,0.214706138,0.032323581,67.5
4-Methoxyphenyl-6-O-Methyl-β-D-glucopyranoside,0.005438901,0.012177096,0.074408233,0.137760285,0.182822166,0.223950228,0.263941507,0.007882388,0.218100741,0.023209935,70.4
4-Methoxyphenyl-6-deoxy-β-D-Gluco-heptopyranose,0.006259311,0.016111484,0.073693625,0.131579586,0.178910912,0.220309967,0.262200224,0.011295825,0.214201621,0.028960109,59.5
2-(α-D-galactopyranosyl)ethanoic acid,0.01194008,0.023928324,0.08216145,0.134260549,0.186086429,0.23598945,0.288046503,0.019739467,0.223683,0.042888011,76.2
2-(α-D-galactopyranosyl)acetamide,0.01076697,0.026732559,0.087568763,0.142434412,0.194017652,0.241108119,0.291747563,0.019884825,0.21936142,0.044712009,71
N-Methyl-2-(α-D-galactopyranosyl)ethylamide,0.009330738,0.022738524,0.087268202,0.14247047,0.19012464,0.237080269,0.287014752,0.017431463,0.220544844,0.03869775,80.4
N-Ethyl-2-(α-D-galactopyranosyl)ethylamide,0.008418212,0.021620572,0.085659341,0.145219128,0.190649643,0.236920554,0.283188872,0.016090028,0.221044067,0.035516254,83.8
N-Propyl-2-(α-D-galactopyranosyl)ethylamide,0.007718691,0.019482981,0.0854822,0.142495696,0.187297146,0.22662017,0.271800808,0.014907199,0.216618108,0.033775462,67.6
N-Butyl-2-(α-D-galactopyranosyl)ethylamide,0.007565761,0.018982934,0.084452291,0.141523326,0.185756205,0.226432308,0.268447195,0.013864225,0.212187217,0.031855783,76.4
N-Pentyl-2-(α-D-galactopyranosyl)ethylamide,0.0066302,0.018284934,0.083541775,0.139295342,0.182862521,0.221832691,0.263287267,0.012617376,0.212221552,0.029719345,59.6
N-Hexyl-2-(α-D-galactopyranosyl)ethylamide,0.006665374,0.017554791,0.081497474,0.138626105,0.17800284,0.215317775,0.254285413,0.012415512,0.202494753,0.0282808,55.9
N-Heptyl-2-(α-D-galactopyranosyl)ethylamide,0.005913991,0.016180366,0.081054539,0.138626546,0.178830015,0.213951828,0.252841759,0.011639697,0.2015711,0.02648285,9.2
N-Octyl-2-(α-D-galactopyranosyl)ethylamide,0.005826581,0.016022323,0.082877899,0.138019641,0.181424799,0.217052437,0.25498836,0.011076214,0.203638189,0.025307773,9
N-(4-aminobutyl)-2-(α-D-galactopyranosyl)ethylamide (hydrochloride),0.014091876,0.029588801,0.090756215,0.158481504,0.206926407,0.262757337,0.331013888,0.022105307,0.18922432,0.035053779,67.9
N-(4-carboxybutyl)-2-(α-D-galactopyranosyl)ethylamide,0.008095923,0.019637591,0.078726973,0.129385481,0.17355937,0.215839524,0.261289279,0.014781248,0.205740715,0.035107337,74.4
N-(5-hydroxypentyl)-2-(α-D-galactopyranosyl)ethylamide,0.008205909,0.020302976,0.083693356,0.134984491,0.180147745,0.220900287,0.265438789,0.015887726,0.202676938,0.036679145,40.9
N-(isopropyl)-2-(α-D-galactopyranosyl)ethylamide,0.007596043,0.020373575,0.081864984,0.137434357,0.181822508,0.225827156,0.268129742,0.015026559,0.218519684,0.0338872,72.2
N-(isobutyl)-2-(α-D-galactopyranosyl)ethylamide,0.007443007,0.018935732,0.083416861,0.137026405,0.18315431,0.22271111,0.266120322,0.013857436,0.209311671,0.03214037,79.1
N-(sec-butyl)-2-(α-D-galactopyranosyl)ethylamide,0.006230603,0.017329458,0.079554135,0.136538928,0.18110366,0.220101963,0.260599045,0.012661065,0.210614857,0.028118513,80.8
N-(1-ethylpropyl)-2-(α-D-galactopyranosyl)ethylamide,0.006890458,0.017480953,0.08059644,0.136606101,0.177709221,0.215983875,0.256050799,0.012634976,0.201871419,0.028465679,85.1
N-Cyclopropyl-2-(α-D-galactopyranosyl)ethylamide,0.009027457,0.020378141,0.081116365,0.134424328,0.182313442,0.22595444,0.2697514,0.015736853,0.214892815,0.033968358,69.6
N-Cyclopentyl-2-(α-D-galactopyranosyl)ethylamide,0.007481917,0.018066664,0.08078626,0.137836373,0.180635139,0.217554728,0.256581479,0.012606058,0.205214526,0.029519177,60.3
N-Allyl-2-(α-D-galactopyranosyl)ethylamide,0.008399755,0.020232238,0.081356534,0.138372368,0.187837984,0.232158272,0.275295361,0.015259067,0.225053291,0.034659791,40.6
N-Propargyl-2-(α-D-galactopyranosyl)ethylamide,0.007823576,0.023559549,0.081933362,0.137482649,0.187165401,0.233564639,0.281896034,0.016248126,0.223213361,0.034890875,44.6
Z-N-(1-propenyl)-2-(α-D-galactopyranosyl)ethylamide,0.007228394,0.018483294,0.080499824,0.137005691,0.185610653,0.229017164,0.27299565,0.013275093,0.219438364,0.032558105,57.6
E-N-(1-propenyl)-2-(α-D-galactopyranosyl)ethylamide,0.008168595,0.019939174,0.081259758,0.13974052,0.189257201,0.231658744,0.278201261,0.014826872,0.220556055,0.033345539,54.3
E-N-(crotyl)-2-(α-D-galactopyranosyl)ethylamide,0.007961145,0.020059551,0.083288185,0.142305127,0.187030328,0.228357148,0.270710871,0.014595684,0.214347936,0.031181059,69.1
N-Nonyl-2-(α-D-galactopyranosyl)ethylamide,0.005103069,0.015628265,0.082350521,0.135231906,0.175684997,0.210060049,0.246332101,0.010466229,0.198496532,0.024304545,29.1
N-Decyl-2-(α-D-galactopyranosyl)ethylamide,0.004946124,0.015965515,0.085162831,0.140257698,0.180163153,0.215728014,0.256395185,0.009974614,0.200831619,0.022891411,28.6
N-Dodecyl-2-(α-D-galactopyranosyl)ethylamide,0.004375477,0.013682955,0.080993058,0.133615347,0.171324784,0.20279326,0.23780806,0.008652051,0.191599248,0.021253917,60.6
N-Tetradecyl-2-(α-D-galactopyranosyl)ethylamide,0.004263896,0.014089866,0.083248697,0.142333534,0.179265754,0.211380479,0.248125525,0.008016627,0.200443965,0.019763993,57.4
N-Hexadecyl-2-(α-D-galactopyranosyl)ethylamide,0.003653142,0.014032892,0.087337537,0.143665376,0.181180773,0.21391041,0.250766687,0.007629993,0.202092569,0.018759705,54
"N-(3,5-difluorobenzyl)-D-gluconamide",0.006507276,0.020153453,0.072109943,0.132579868,0.182978907,0.222767604,0.264930135,0.01216244,0.217145179,0.029024272,71.4
