Name,CO,C1CCOCC1,C1=CC=NC=C1,CS,C1CCOC1,C[NH3+],C,C1CC1,C#C,CC,[NH4+],CF,C1CCCC1,C[O-],C=C,[NH2+]=O,CBr,C=O,C1=CC=CC=C1,N,NN,[NH3+][O-],CN,CCl,ExpperMGS
L-Lysine decyl ester dihydrochloride,2,0,0,0,0,2,2,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.8
L-Lysine dodecyl ester dihydrochloride,2,0,0,0,0,2,2,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.2
L-Lysine tetradecyl ester dihydrochloride,2,0,0,0,0,2,2,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
Sodium Nα-hexanoyl-Nε-butanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,13,0,0,0,1,0,0,0,3,0,0,0,0,4,0,50.7
"Sodium Nα,Nε -bis(hexanoyl)-L-lysinate",0,0,0,0,0,0,4,0,0,15,0,0,0,1,0,0,0,3,0,0,0,0,4,0,64.1
Sodium Nα-hexanoyl-Nε -octanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,17,0,0,0,1,0,0,0,3,0,0,0,0,4,0,57.3
Sodium Nα-hexanoyl-Nε -decanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,19,0,0,0,1,0,0,0,3,0,0,0,0,4,0,18.7
Sodium Nα-hexanoyl-Nε -dodecanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,21,0,0,0,1,0,0,0,3,0,0,0,0,4,0,7.7
Sodium Nα-ethanoyl-Nε -dodecanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,17,0,0,0,1,0,0,0,3,0,0,0,0,4,0,4.8
Sodium Nα -octanoyl-Nε -dodecanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,23,0,0,0,1,0,0,0,3,0,0,0,0,4,0,4.5
"Sodium Nα ,Nε -bis(dodecanoyl)-L-lysinate",0,0,0,0,0,0,4,0,0,27,0,0,0,1,0,0,0,3,0,0,0,0,4,0,3.4
Sodium Nα -dodecanoyl-Nε -butanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,19,0,0,0,1,0,0,0,3,0,0,0,0,4,0,93.1
Sodium Nα -dodecanoyl-Nε -octanoyl-L-lysinate,0,0,0,0,0,0,4,0,0,23,0,0,0,1,0,0,0,3,0,0,0,0,4,0,31.1
Nα-ethanoyl-Nε -dodecanoyl-L-lysine,1,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,4,0,69.6
Sodium Nα -hexanoyl-Nε -hexyl-L-lysinate,0,0,0,0,0,0,3,0,0,15,0,0,0,1,0,0,0,2,0,0,0,0,4,0,39.8
4-Aminophenyl-β-D-Galactopyranoside,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,67.5
4-Methoxyphenyl-6-O-Methyl-β-D-glucopyranoside,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.4
4-Methoxyphenyl-6-deoxy-β-D-Gluco-heptopyranose,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.5
2-(α-D-galactopyranosyl)ethanoic acid,5,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.2
2-(α-D-galactopyranosyl)acetamide,4,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,71
N-Methyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,80.4
N-Ethyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,83.8
N-Propyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,67.6
N-Butyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,76.4
N-Pentyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,59.6
N-Hexyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,55.9
N-Heptyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9.2
N-Octyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9
N-(4-aminobutyl)-2-(α-D-galactopyranosyl)ethylamide (hydrochloride),4,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,67.9
N-(4-carboxybutyl)-2-(α-D-galactopyranosyl)ethylamide,5,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,2,0,74.4
N-(5-hydroxypentyl)-2-(α-D-galactopyranosyl)ethylamide,5,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,40.9
N-(isopropyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,72.2
N-(isobutyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,79.1
N-(sec-butyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,80.8
N-(1-ethylpropyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,85.1
N-Cyclopropyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,69.6
N-Cyclopentyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,60.3
N-Allyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,2,0,40.6
N-Propargyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,44.6
Z-N-(1-propenyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,2,0,57.6
E-N-(1-propenyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,2,0,54.3
E-N-(crotyl)-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,69.1
N-Nonyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,2,0,29.1
N-Decyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,28.6
N-Dodecyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,60.6
N-Tetradecyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,2,0,57.4
N-Hexadecyl-2-(α-D-galactopyranosyl)ethylamide,4,1,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,2,0,54
"N-(3,5-difluorobenzyl)-D-gluconamide",5,0,0,0,0,0,5,0,0,6,0,2,0,0,0,0,0,1,1,0,0,0,2,0,71.4
